CAT,AER
CPRT,CP
CSX,CP
FAST,CP
FDX,CP
FDX,FAST
HON,EMR
HWM,CP
JCI,AER
LUV,ADP
MAS,CP
NSC,LUV
OTIS,CP
PAYX,LUV
PCAR,IR
RYCEY,CP
RYCEY,GE
RYCEY,IR
TRU,CP
UAL,CP
UAL,IR
UAL,PCAR
UNP,PAYX
WM,TXT
XYL,JCI
