Pair Name,CAGR,Sharpe Ratio,Number of Trades,Max Drawdown
CMS_CEG,-0.06598668132940655,-1.7389229388958698,8,-0.040535552861289424
CNP_AEE,0.008499739668118345,0.4216633036751773,6,-0.009669644988068597
